Sentiment	Text	Entity	Performance	Usability	Security	Others
o	"Its actually ,ensureOpen(), method that throws it. Then I investigated how ,this.str, can be assigned to ,null, then I come to ,close(), method."",To Harmlezz That's what I have already asked in my last comment."	ensureOpen()	0	0	0	1
n	"To berry120 thanks, me too finally had to resorted to vlcj, my initial intention is to keep everything to run from within, would have felt fine if xuggler was still active. Sad to see it is no longer active."",""gstreamer-java definitely looks promising, than"	gstreamer-java	0	1	0	0
o	I have narrowed down the list to include Active MQ and JBoss Messaging.	JBoss	0	0	0	1
o	"""Java EE 6 Tutorial assumes understanding basic security concepts, so a little overview of JAAS won't hurt."""	JAAS	0	0	0	1
o	"I would argue that documenting every single method for the sake of thoroughness is a bad idea. It leads to cluttered, poor quality documentation. Code should be self describing as much as possible. Putting docs on that is a waste of time for you and the reader. The increased noise level makes it hard to see the docs that are actually important. The volume of nonsense docs increases the chance of docs becoming obsolete without being updated. """"setName() Sets the name. \To param name The name to set."""" """"getName() Gets the name. \To return The name."""""",""Your answer has some good points in it in my opinion. +1. And I have referenced it in my """"community-wiki-summary"""" answer"	getName()	0	0	0	1
o	"I use the underscore prefix in C#, because - while frowned upon occassionally - it does function as a convention and I've seen it in high quality source code, for instance in Entity Framework. Not so in Java, hence I don't. In Rome do as the Romans do. Interestingly though, in Android Studio, when you add a new activity, the skeleton code that gets generated for you uses ,m, prefix for class members (,mSectionsPagerAdapter, and the like), which I always thought of as a no-no, even worse than the underscore."",""Half this table consists of merely repeating the rules of Java, which you ,can't, break. No 'should' about them."	SectionsPagerAdapter	0	1	0	0
o	"""The Swing classes are part of the JRE, not the browser."""	Swing	0	0	0	1
o	Why use a framework for RESTful services in Java instead of vanilla servlets.	RESTful	0	0	0	1
o	Console.WriteLine allows the user to specify a position in a string.	Console.WriteLine	0	1	0	0
o	"One other issue you'll likely have to deal with is that you can't ,intercept, keystrokes using GetAsyncKeyState; the game will still see them."",To Eddy_Shterenberg Are you creating the next generation stuxnet? :P Nice code bdw"	GetAsyncKeyState	0	1	0	0
o	"Explicit GC is a bad idea. But -XX:+DisableExplicitGC will remove that problem. Instead, monitor the GC statistics using """"jstat"""" or more advanced tools. Adjust the new vs old ratio, adjust the eden vs survior ratio."",""Thanks for the clarification. since your HashMap will contain lots of elements, you can save a ,little, pain by pre-allocating a large enough HashMap (use the constructor with the ,initialCapacity, argument)."	HashMap	0	0	0	1
o	"no idea sorry. have you tried different compression options to see if that makes a difference,""hey, i try the code and I cant seem to get it to compile. It does not reconigze ,TIFFImageWriteParam,. Any idea?"	TIFFImageWriteParam	0	0	0	1
o	WindowBuilderPro is really the viable (free) alternative for Eclipse.	WindowBuilderPro	0	0	0	1
o	"Oh, I see you've added your own answer instead."",To matt b: is this true of the HashSet in IBM's JVM?  JRocket?  GNU Classpath?  The new optimized one in Sun's Java 8?  Unless this is in the JLS you can't count on it."	HashSet	0	0	0	1
o	Actually Jersey is the reference implementation of JAX-RS.	JAX-RS	0	0	0	1
o	"I ended up writing three classes: (1) TurnOnDebuggerException, a plain 'ol Java exception, (2) DebuggerPoller, a background thread the checks for the existence of a specified file on the filesystem, and (3) DebuggerMainWrapper, a class that kicks off the polling thread and then reflectively calls the main method of another specified class."""	TurnOnDebuggerException	0	0	0	1
p	"""I've used URL_http://json-lib.sourceforge.net/ [JSONLib] , URL_http://flexjson.sourceforge.net/ [FlexJSON] and URL_http://code.google.com/p/google-gson/ [Gson] all with great success."""	FlexJSON	1	0	0	0
p	"""Log4j is the logging implementation on most JavaEE app-servers out there, so that's a good advert for its concurrency abilities."""	Log4j	1	0	0	0
o	"oh sorry, I forgot. DefaultHttpClient httpClient = new DefaultHttpClient();"",Edited. My bad :)"	DefaultHttpClient	0	0	0	1
o	"I am getting this exception ,Exception in thread """"main"""" java.lang.ClassCastException: com.eviware.soapui.impl.wsdl.testcase.WsdlTestCaseRunner cannot be cast to com.eviware.soapui.model.iface.MessageExchange,. Do you have any idea"",""You need to iterate through ,runner.getResults(),."	com.eviware.soapui.impl.wsdl.testcase.WsdlTestCaseRunner	0	0	0	1
o	"I've reopened, but maybe you misunderstood me.  ,getRuntime().totalMemory, ,isn't going to work, for what you want to do."",""You just blew my mind with the ,2_000_000,, this is the first time i've seen the ,_, feature used and didn't know it was a thing"	getRuntime().totalMemory	0	1	0	0
o	"I disagree with throwing an ,IllegalArgumentException,. It should be a ,NullPointerException,. Although it's an ,endless discussion,, ,Set.add(), already throws a NPE ,""""if the specified element is null and this set does not permit null elements"""",. You would be creating different behaviour for the same thing by throwing an ,IllegalArgumentException, now."",""It should throw a ,NullPointerException, as defined by the ,Collection, and ,Set, documentations. ,To throws NullPointerException if the specified element is null and this set does not permit null elements,."	Set.add()	0	1	0	0
o	"Have you solve your problem? To user1536747,""I have java 1.8 JRE and JDK installed. My VirtualMachine.list() returned an empty list when I ran it from Eclipse using the JRE. When I changed the JRE version to the JDK version on the build path, it suddenly listed all my running java applications."	VirtualMachine.list()	0	0	0	1
o	"Agreed. I have the same problem, but in this case the the failure is ,Caused by: android.os.BadParcelableException: ClassNotFoundException when unmarshalling: android.support.v7.widget.RecyclerView$SavedState,. My RecyclerView is already coming in on an ,<include>,, so the marked answer would not solve my issue, but this does."",This worked perfectly for salving my issue with an error of ClassNotFoundException when unmarshalling: android.support.v7.widget.RecyclerView$SavedState.  +2 for not requiring me to change my layouts."	android.os.BadParcelableException	0	0	0	1
o	"Needs to be improved. Empty class (e.g. ,Region,) and catching ,NullPointerException,s don't smell well."",Yay very good stuff :))))))"	NullPointerException	0	0	0	1
p	"""@Pelegi, can you mention just one thing that JBoss does better than Glassfish?"""	Glassfish	0	1	0	0
n	"""HTMLUnit will work, but for me it has seemed to have limited support for Javascript."""	HTMLUnit	0	1	0	0
o	What is the best api/library for Java to use Cassandra?	Cassandra	0	1	0	0
o	"If you look at the LinkedList implementation it contains an optimization for the index based lockup: If the index is after the half size of the list then then the traversal starts at the end and goes backwards. This way a get(size - 1) is practically has the same time cost as getLast().,""To kd304, that is an implementation detail that doesn't address the general case of index based lookups not being optimal for LinkedList. There is no contract on LinkedList that states that certain index based lookups will be fast."	LinkedList	0	1	0	0
o	"Swing GUI Building**Design Swing GUIs by dragging and positioning GUI components from a palette onto a canvas."""	Swing	0	0	0	1
o	"""""""Gson fully populates all low level values by calling all set methods for all data found in the JSON."""""""	Gson	0	0	0	1
o	"""I personally will suggest _Netbeans Swing Builder_, yet if you want total control and to gain depth understanding of the Swing framework, I have noticed doing it free hand is the ultimate choice."""	Swing	0	1	0	0
o	"""you forgot for Java Desktop Aplication based on JSR296 as built-in Swing Framework in NetBeans excluding AWT and JavaFX are all of your desribed frameworks are based on Swing, if you'll start with Swing then you'd be understand (clearly) for all these Swing's (Based Frameworks) ATW, SWT (Eclipse), Java Desktop Aplication(Netbeans), SwingX, JGoodies all there frameworks (I don't know something more about JGoodies) incl."""	JGoodies	0	0	0	1
o	"Even without generics, bridge methods are necessary for covariant return types."",""To BrunoJCM good catch. I have restore the link (the class has been moved from project ,org.springframework.core, to project ,spring-framework,: ,fisheye.springsource.org/browse/spring-framework/"	org.springframework.core	0	0	0	1
n	"To Torben It means to create something like ,public static final Foo EMPTY = new Foo(), and let the method return ,FOO,."",""I was not talking about in the case of not knowing what an API method could return, but rather, in the case of having possible values "	Foo	0	0	0	1
o	"I checked the source code of String#substring, it will create a new String and copy a range of the internal char[]. I'm using jdk7, maybe this is fixed?"",""To Michael Borgwardt: I don't think that's the case; do you have a source?  [edit]: it looks like it may have been a bug in older versions of the JVM, but should be fixed in Java 5."	String	0	0	0	1
o	"""@mKorbel SAF is deprecated, Swing is not."""	Swing	0	1	0	0
